"Date","Tweet","ReplyTo","RT","Likes","RTs"
"2019-03-11 13:57Z","❤️❤️❤️ Bom dia, pessoas amadas!!!!  A partir de hoje (11), o RU vai ter 2 balcões de serviço com o cardápio do dia. Para ajudar na fluidez da fila, tá?! 😃👍 Além disso, tem umas dicas simples, mas muito importantes!! Dá uma lida 👇🙃 https://t.co/0t8p9s2SuT ","",NA,46,3
"2019-03-08 23:59Z","@uff_br 👏🏼😘 ","@uff_br",NA,7,0
"2019-03-08 16:30Z","@thaisacoimbra_ Simmmm.. pensamos nisso. Vamos levantar esses dados😘 ","@thaisacoimbra_",NA,3,0
"2019-03-08 16:11Z","Parabéns, suas lindas!!!!! 😘❤ https://t.co/Z0lmfnFtjF ","",NA,58,9
"2019-03-07 20:32Z","https://t.co/cfLvcqhpVe ","",NA,30,4
"2019-02-28 16:52Z","https://t.co/JFVwvvtlwL ","",NA,8,3
"2019-02-28 16:46Z","@eugostodeacai @couldharryfly Faz isso n. Vc tem um futuro maravilhoso pela frente. Questao de tempo e esforco. Fique bem. ❤ ","@eugostodeacai",NA,4,0
"2019-02-28 16:34Z","@pedrinkgll Ela tb te ama!!!! ❤💙💚💛🧡💜🖤 ","@cabral_pedrin",NA,3,0
"2019-02-28 16:26Z","Bora curtir de boas, tá?! ❤ BOM CARNAVAL!!!! https://t.co/DABLbK2zSt ","",NA,33,10
"2019-02-28 16:25Z","Gente... vê se não perde a linha, ta?! 🤣🤣🤣🤣 BOM CARNAVAL!!! https://t.co/YALjYhXsCB ","",NA,68,12
"2019-02-25 14:08Z","@glgrigony ❤️ ","@glgrigony",NA,1,0
"2019-02-25 14:08Z","@couldharryfly hahahaha 🗣️❤️ ","@sleepinthdirt",NA,0,0
"2019-02-25 14:08Z","@lesbeyoncce CLARO ","@lesbeyoncce",NA,3,0
"2019-02-25 13:11Z","@thaisacoimbra_ Puro amÔ ❤️ ","@thaisacoimbra_",NA,0,0
"2019-02-25 13:11Z","@Erreenecrvg VEM ","@Erreenecrvg",NA,1,1
"2019-02-25 13:09Z","🗣️📢💥Começa HOJE (25) o encontro internacional 'Samba Global', um intercâmbio cultural entre sambistas e amantes do samba brasileiros e estrangeiros. 🕺💃 Vai rolar de 9h às 22h, no auditório do Centro de Ciências Exatas e Tecnologia (CCET). Acessa: https://t.co/986pa4OeTx 🔍 https://t.co/78YHebcJ6M ","",NA,8,1
"2019-02-25 13:00Z","🧘‍♀️🧘‍♂️A Pró-Reitoria de Assuntos Estudantis (PRAE), a partir de março, vai oferecer práticas de meditação, yoga, massagens, desenho, reiki, e etc a graduandos e pós-graduandos. A ideia é fortelecer a saúde física e emocional. 💪🧠 DEMAISSSS, NÉ? ❤️Acessa: https://t.co/k8209HCAdY 🔍 ","",NA,115,16
"2019-02-16 03:12Z","@saviecker @krisado Vai comer muito!!! Haahhaah ","@saviecker",NA,1,0
"2019-02-16 03:10Z","https://t.co/r2TmiJAm4i ","",NA,36,8
"2019-02-14 21:49Z","@Douglascs98 😉😍😘 ","@Douglascs98",NA,2,0
"2019-02-14 20:02Z","@dessinhaa_dessa Hahahaha 😘😘😘 ","@dessinhaa_dessa",NA,1,0
"2019-02-14 16:45Z","@natashao_99 @evanumbaone Vdd ","@natashao_99",NA,0,0
"2019-02-14 16:01Z","@imjustbela Vem 😍 ","@imjustbela",NA,3,0
"2019-02-14 15:27Z","@uff_br @e_chagas hhahaha qualquer dia vou aí provar o da UFF 😘😘 ","@uff_br",NA,12,0
"2019-02-14 14:10Z","@beatrizbbmeyer De nada 😍😘 ","@beatrizbbmeyer",NA,0,0
"2019-02-14 14:10Z","@e_chagas @uff_br Mas o da UNIRIO eh mais gostoso 😉😋 ","@e_chagas",NA,20,0
"2019-02-14 13:40Z","@IMariaJuliaLima Ela te ama muito tb 😘 ","@IMariaJuliaLima",NA,1,0
"2019-02-14 13:40Z","@beatrizbbmeyer Hahaha 😘 ","@beatrizbbmeyer",NA,0,0
"2019-02-14 13:02Z","É amanhã, gente. 😍https://t.co/ZZEyytfuBy ","",NA,65,7
"2019-02-14 12:57Z","@carol_santtiago tudo vai dar certo ","@carol_santtiago",NA,3,1
"2019-02-14 12:57Z","@seemilyplay_ ele também te ama ❤️ ","@seemilyplay_",NA,1,0
"2019-02-14 12:56Z","@evanumbaone tem sim 💚 ","@evanumbaone",NA,2,0
"2019-02-14 12:49Z","😋🤔Esses dias peguntaram quanto que custa a refeição no RESTAURANTE UNIVERSITÁRIO da UNIRIO...  🍝🍲🥘🍱🍛 Então ta aí a resposta... 3 REAIS!!! (pra graduação) 🤣🤣🤣 https://t.co/c0KdLk1QAV ","",NA,126,27
"2019-02-12 11:57Z","https://t.co/2VUIUT5mdy ","",NA,33,6
"2019-02-12 11:34Z","@milenammartins1 Todo dia 🚗 🌊🏃‍♀️🏃‍♂️ ","@milenammartins1",NA,2,0
"2019-02-12 11:31Z","@lusingmind Ue, ta la sim. ","@lusingmind",NA,1,0
"2019-02-12 11:19Z","💥ATENÇÃO: Há previsão de pancadas de chuva moderadas a fortes, podendo ser muito fortes, com rajadas de vento e raios a partir de amanhã (13). SE CUIDEM!!! 🌨️💦🚣‍♀️🌪️🏊‍♂️🌊⛈️⚡️ https://t.co/7Wgz2hLORs ","",NA,67,11
"2019-02-11 14:03Z","@RicardoMotta19 @bielletorrys hahahaha calma q vai sair... ","@RicardoMotta19",NA,4,0
"2019-02-11 13:53Z","💥Está prevista para HOJE (11/02) a divulgação da lista de espera do Sisu 2019.1. ACESSA: https://t.co/7zz3ngITa9 🤞☘️ Estamos todos aqui torcendo 🦶🐰 https://t.co/dH2koCPwDO ","",NA,63,18
"2019-02-11 13:35Z","Se liga como tava cheia a aula inaugural do Pré-vestibular Social Leonhard Euler (PVS UNIRIO) no sábado (09). 👫👬👭👬👫👬👭👬👫👬  https://t.co/WRliVWTfRc ","",NA,26,4
"2019-02-08 18:15Z","@DanieleGabilan Olá, @DanieleGabilan. Você deve aguardar o edital e o termo de adesão da edição 2019.2 do Sisu. Abraços! ","@DanieleGabilan",NA,1,0
"2019-02-08 17:37Z","@ViniMacruz Esperamos que ainda hoje! ","@ViniMacruz",NA,1,0
"2019-02-08 17:07Z","Mas fiquem atentos à página da Caeg (https://t.co/7zz3ngITa9) e boa sorte a todos!! 🍀🍀🍀 ","@comunicaUNIRIO",NA,11,3
"2019-02-08 17:07Z","Por conta da chuva de quarta-feira (6), alguns sistemas da Universidade ainda não voltaram a funcionar normalmente, por isso o atraso na publicação ","@comunicaUNIRIO",NA,16,2
"2019-02-08 17:07Z","Atenção: para quem está na expectativa da lista de espera do Sisu 2019.1, a previsão é de que a relação daqueles que se inscreveram para a Unirio seja publicada até o fim do dia ","",NA,72,13
"2019-02-08 14:09Z","E se as Universidades Públicas não existissem? 
#naReal #UniversidadePublicaeGratuita #EuDefendo
https://t.co/Fs8sXgyufv ","",NA,32,2
"2019-02-05 17:02Z","@kwziag Olá! Segue o link atualizado: https://t.co/NufFKu6bSy ","@kwziag",NA,1,0
"2019-02-05 13:05Z","@bethsafreire 😍 ","@bethsafreire",NA,0,0
"2019-02-05 13:05Z","@hitformation @kwziag 😍 ","@hitformation",NA,0,0
"2019-02-05 00:21Z","@pqsimline 🙄😟 ","@alineafiuza",NA,0,0
"2019-02-04 14:27Z","@filosofisa hahaha vai ser o ano todo coisa boa 😘 ","",NA,1,0
"2019-02-04 14:13Z","📖😋🍴Se liga no cardápio do RU essa semana!!! 😀Quarta-feira tem Filé de frango ao molho de mostarda OU Omelete de forno e RATATOUILLE, que é uma receita do século XVIII, típica da região da Provença, à base de beringela e tomate 🍆🍅 😳 https://t.co/BjOsC75MNZ 🔍 https://t.co/UixelCmavS ","",NA,8,0
"2019-02-04 13:38Z","🗓️Hoje é o DIA MUNDIAL DE COMBATE AO CÂNCER.... Se cuida, tá?! 💜 https://t.co/e3b3jhaf3o ","",NA,15,7
"2019-02-04 13:36Z","@_ViannaVi EEEEEEEEEhhhhhhhhhhhhhh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 😘❤️❤️❤️ ","@_ViannaVi",NA,1,1
"2019-02-04 13:33Z","💙Foram 496 solicitações de matrícula, somente no 1° dia de inscrição, referente ao Sisu 2019.1 no dia 31 de janeiro. Ah, todo mundo AMA a UNIRIO né?! 😘🥰 https://t.co/49Ln7swwbw 🔍 ","",NA,24,2
"2019-02-04 13:31Z","👩‍🎓👨‍🎓 A Escola de Nutrição da UNIRIO divulgou o edital do processo seletivo de alunos para o Curso de Especialização em Segurança Alimentar e Nutricional (Cesan). A oferta para a primeira turma é de 30 vagas. Saiba mais: https://t.co/2GKsA9RJK2 🔍 ","",NA,2,0
"2019-01-24 11:13Z","📚📘O Programa de Pós-Graduação em Segurança Alimentar e Nutricional (PPGSAN) agora tem mestrado profissional! 🤓 É o único curso stricto sensu no Brasil na área de Segurança Alimentar e Nutricional (SAN)!!!! 🙀🙀🙀UNIRIO PIONEIRA! 👊😉   https://t.co/4bmX57Ule4 🔍 ","",NA,9,0
"2019-01-18 14:57Z","@uff_br Ainnnnn❤❤❤❤❤ ","@uff_br",NA,3,0
"2019-01-18 14:56Z","@nabyllinda Uhullllllllllllll!!! É nós!!! ❤️❤️❤️❤️❤️ ","@nabyllinda",NA,0,0
"2019-01-18 14:40Z","@uff_br Vemmmmm!!! Café e wifi liberados. Beijo, me liga. 😉❤️ ","@uff_br",NA,5,0
"2019-01-18 14:34Z","📶🆓Agora a UNIRIO oferece rede Wi-Fi e cabeada para visitantes. 😱 A UNIRIO é uma ótima anfitriã, NÉAMMMM?! 💙❤️🧡💜💛🖤 https://t.co/G7h9nsuwIC ","",NA,71,13
"2019-01-14 14:16Z","@filosofisa Tá. Depois então. ;P ","",NA,0,0
"2019-01-14 13:58Z","@filosofisa dááááááá. Vê na matéria!!! 🥰😍😍😍😍😍😍 ","",NA,1,0
"2019-01-14 13:54Z","🌞Bom diaaaaaa!!! Vocês sabiam que a UNIRIO tem um PRÉ-VESTIBULAR SOCIAL??? 😱😍Que demaissss!!! Leiam, divulguem, compartilhem ! ♻️ Vai ajudar muita gente!!!  🥰👉  https://t.co/JczyEzDwiY🔍 https://t.co/SN5hfdaQ8j ","",NA,43,42
"2019-01-08 22:25Z","@Nicsant0s Simmmmm. De seg a sex de 9 aas 17h. Bora estudarrrrrrrrr ","@Nicsant0s",NA,1,0
"2019-01-08 11:46Z","📷🎂 https://t.co/xT1xl8ysU0 ","",NA,8,0
"2019-01-08 10:18Z","📚📖Estão abertas as inscrições para o MESTRADO em CIÊNCIAS BIOLÓGICAS na UNIRIO!!! 🐸🍄🐥🍂🐌☘️🦋🌴🦄 https://t.co/4G4boD0ucE 🔍 https://t.co/2UFwKrI70T ","",NA,5,1
"2019-01-04 14:01Z","https://t.co/QR32suYRnz ","",NA,20,2
"2018-12-30 15:51Z","@tellthemburia 💥🍾 ","@tellthemburia",NA,0,0
"2018-12-30 13:45Z","@alerodrgs VDD 🌎❤ ","@alerodrgs",NA,1,0
"2018-12-30 12:10Z","@_SabrinaFreitas Tinha. 😭 ","@_SabrinaFreitas",NA,0,0
"2018-12-30 03:06Z","@_SabrinaFreitas 😥 poxa.. ","@_SabrinaFreitas",NA,1,0
"2018-12-30 02:38Z","@Ana_Dramaqueen VEM!!!!! 😍🤙🏼 ","@Ana_Dramaqueen",NA,2,0
"2018-12-29 21:09Z","@avivicasanchez Eh nossss 😘❤❤❤❤❤ ","@avivicasanchez",NA,2,0
"2018-12-29 21:08Z","@Roberta_Hau Boraaaaaa 😘👉🏼 ","@Roberta_Hau",NA,2,0
"2018-12-29 16:19Z","@EuSouBaymax Obg, Xuxu! ❤ ","@EuSouBaymax",NA,2,0
"2018-12-29 15:14Z","@bethsafreire Eeeeeeeee 🥂💥🍾 ","@bethsafreire",NA,0,0
"2018-12-29 15:13Z","@claudiomai 🙄😳😥 bora continuar junto. Mande noticias!!! ","@claudiomai",NA,0,0
"2018-12-29 14:18Z","🥂🍾 Feliz 2019, genteeeee!!!! TMJ ano que vem!!! 😘💥 https://t.co/i99aG3zvoV ","",NA,37,5
"2018-12-25 11:17Z","@alerodrgs Nós kkkk ","@alerodrgs",NA,1,0
"2018-12-24 21:37Z","@MaryloserEllen Depois recupera. Hahahah ","@MaryloserEllen",NA,1,0
"2018-12-24 21:31Z","Eu depois da ceia de Natal. 🤘🏻🎅🏻 https://t.co/TDKEVklFia ","",NA,63,8
"2018-12-19 15:09Z","✨ HO HO HOOOOOOOO!!!! 🎄🎅🦌🦌 https://t.co/D8A9l2CGeH ","",NA,13,0
"2018-12-14 12:25Z","@BedorNovo Eh pro seu bem 😘 ","@BedorNovo",NA,0,0
"2018-12-14 09:48Z","🌞 Ontem foi o dia mais quente do ano no Rio. 🔥🔥🔥 A sensação térmica chegou a 42°C🌡Alguém sentiu??? 😅😅😅 https://t.co/0c0rCG2AeG ","",NA,19,5
"2018-12-14 09:36Z","🗓️Divulgado o CALENDÁRIO ACADÊMICO 2019.  👉 https://t.co/ahFD4EPjlg 👈 https://t.co/yrDgi0JaeL ","",NA,11,0
"2018-12-13 18:36Z","@anahelenaln 😻 ","@anahelenaln",NA,1,0
"2018-12-13 17:47Z","@carolpiquet 💯😍 ","@carolpiquet",NA,1,0
"2018-12-13 16:37Z","@Roberta_Hau Ehhhhhh 😍😍😍 ","@Roberta_Hau",NA,1,0
"2018-12-13 16:17Z","@alerodrgs TMJ!!! 👊🏼😍 ","@alerodrgs",NA,2,1
"2018-12-13 13:12Z","@claudiomai 👊😍 ","@claudiomai",NA,0,0
"2018-12-13 13:05Z","Viva a universidade pública, gratuita, e de qualidade! ✌😍  #nareal #universidadepúblicaegratuita #eudefendo https://t.co/mG5j4on74p ","",NA,65,17
"2018-12-13 09:19Z","13/12 - Dia do Cego. 😎👍🏻 https://t.co/XuGWFfXqqE ","",NA,6,0
"2018-12-13 07:04Z","@EuSouBaymax Hahajahajahhah ","@EuSouBaymax",NA,1,0
"2018-12-12 20:33Z","@Andressa_Manso Eh a melhor! 🤤 ","@Andressa_Manso",NA,1,0
"2018-12-12 16:31Z","@amandarequiao q lindooooooooo 😍 ","@amandarequiao",NA,0,0
"2018-12-12 13:02Z","@airnto Ehhhhhhh. Sem dúvidas. Todo mundo sabe. ❤💙💚💛🧡💜🖤 ","@aionrt",NA,1,1
"2018-12-12 12:58Z","@airnto Hahahaha Eu ia fazer esse trocadilho 🤣🤣🤣🤣 ","@aionrt",NA,1,0
"2018-12-12 12:55Z","@_HeyBeka Simmmmmmmmmm 😍😍😍 ","@noitsbeca",NA,1,0
"2018-12-12 12:55Z","☄️☄️🛸☄️☄️Ta rolando CHUVA DE METEOROS, tá sabendo?  No sudeste, a hora de pico vai ser amanhã (13) a partir das 23h. ✌️👽 https://t.co/lBHPUbzAZa ","",NA,19,2
"2018-12-12 12:37Z","Você é aluno da UNIRIO???? Você pode ter um E-MAIL INSTITUCIONAL!!!! 📩Muito chique, né???? 😍 https://t.co/pRPyOfYTjS ","",NA,47,8
"2018-12-11 17:33Z","@alerodrgs 💙💙💙 ","@alerodrgs",NA,1,0
"2018-12-11 13:52Z","🏆A Atlética de Engenharia da UNIRIO (A3PA) foi campeã geral do InterUni (principal competição entre as atléticas da Universidade). ❤️💚💛Participaram 11 atléticas. A colocação ficou a seguinte: 🥇1° Engenharia, 🥈2° Ciência Política, 🥉3° Administração Pública. ⚽️🏀🏐 https://t.co/gpyG27I3b7 ","",NA,12,2
"2018-12-10 15:06Z","10/12 - Declaração Universal dos Direitos Humanos completa 70 anos. 🖤 https://t.co/Dsh0ksMvuZ ","",NA,11,2
"2018-12-10 14:49Z","🎭O programa de extensão FÁBRICA DE CUIDADOS apresenta nos dias 13, 14 e 15 de dezembro seu espetáculo de fim de ano NADA SERÁ COMO ANTES. ❤️❤️❤️ Saiba mais: https://t.co/iBpRzbnY4I https://t.co/WyKgKhrINd ","",NA,1,0
"2018-12-10 13:00Z","📖👨🏻‍🏫Professor do Ibio publica livro sobre peixes marinhos costeiros de São Tomé e Príncipe 🇸🇹🇧🇷Demais, né??? 🐠🐟🐡🐬🦈🐳🐋🐙🦑🦞🦀 Leia a matéria: https://t.co/HFapiYJWaw 🔍 https://t.co/aCFqqnt0ft ","",NA,4,0
"2018-12-06 13:08Z","😻 Lindo, né? Nós amamos os animais. ❤💚 https://t.co/xjH0fHDv2v ","",NA,33,5
"2018-12-06 12:54Z","🗣️📣💥Divulgado edital de seleção para MESTRADO em CIÊNCIAS BIOLÓGICAS de 2019.  🐱🌳🐬🍂🐦☘️🐼🎄🦄ACESSA O EDITAL: https://t.co/ou4FT8wuB7 🔍 https://t.co/mpevy9YCSU ","",NA,0,0
"2018-12-05 14:39Z","🎹💿Professora Erika Ribeiro do Instituto Villa-Lobos (IVL) vai lançar na sexta (7) o CD ""Images Of Brazil"", 👏👏👏em parceria com a violinista americana Francesca Anderegg. 🇧🇷🇺🇸 Saiba mais: https://t.co/L1Kg5ZIEHM 🔍 https://t.co/V1hoj3PcLf ","",NA,2,0
"2018-12-05 14:14Z","😷👍Estão abertas até o dia 10 as inscrições para o Programa de Residência Multiprofissional do Hospital Gaffrée e Guinle. 🏥🚑 São oferecidas 14 vagas no total, para: Enfermagem (5), Fisioterapia (3), Fonoaudiologia (3) e Nutrição (3). Veja o edital: https://t.co/R3gNCsVHgI 🔍 https://t.co/jnHmUlPtuq ","",NA,2,0
"2018-12-05 13:27Z","🗣️📣💥Hoje (05) tem Palestra do Programa de Pós-Graduação em Alimentos e Nutrição (PPGAN) 😋📖O tema vai ser ALIMENTOS DO FUTURO -Avanços da Ciência. 🤖🍽️ Quais serão os alimentos do futuro? 🤔 Fiquei curioso... 🤔Vai ser 12h30 no Auditório da Escola de Nutrição. PARTIU!!!!! 😍 https://t.co/B6ONEZwHPw ","",NA,2,1
"2018-12-03 11:24Z","03/12 - Dia Internacional de Luta dos Portadores de Deficiência. 🖤❤️ https://t.co/DdGCOnThQb ","",NA,11,1
"2018-12-03 10:46Z","🌞Câncer de Pele é o de maior incidência no Brasil e no mundo. Previna-se!!!! Use protetor solar diariamente. ☀️☀️☀️ Leia 👉 https://t.co/bnGfC8wfMZ 👈 https://t.co/c1bXFtiTPE ","",NA,5,2
"2018-12-03 10:27Z","@airnto hahahaah bem observado ;) ","@aionrt",NA,1,0
"2018-12-03 10:08Z","📖😋🍴Se liga no cardápio do R.U. !!! Quarta vai rolar Filé de Frango ao Molho de Laranja 🐔🍹e Lasanha de legumes 🍆🥦🥒🍝... 😚👉https://t.co/qmexMSsaM8  🔍 https://t.co/JsIXuRx7Ds ","",NA,5,0
"2018-11-30 14:26Z","@mockingbirdxz 👽🙏 ","@stanforwinona",NA,0,0
"2018-11-30 14:23Z","https://t.co/9zFhwRKY9K ","",NA,14,1
"2018-11-30 10:25Z","🗣️📢💥Dias 6 e 7 de dezembro, em parceria com a UFRJ, vai rolar o III ENCONTRO CIRCULANDO: CAMINHOS DO AUTISMO. 🧠 Vão rolar palestras, oficinas, rodas de conversa e exposições artísticas. Saiba mais: https://t.co/SxcvCcywgH 🔍 https://t.co/jvcyIaGjOp ","",NA,4,1
"2018-11-30 09:52Z","🗣️📽️Hoje (30), às 18h, vai rolar o último Fórum de Psicanálise e Cinema do ano!!!! Vai ser exibido o filme💡 FAROL DAS ORCAS 🐳(Drama/Romance - História Real) . 📺 O filme retrata a vida de um portador de Transtorno de Espectro Autista (TEA). ACESSA: https://t.co/MrGEzdunKa 🔍 https://t.co/DZklOxIYrv ","",NA,2,0
"2018-11-28 12:14Z","🇨🇳🏆👩🏻‍🏫🇧🇷Gente, mais um prêmio!!! Mona Magalhães, prof. da Escola de Teatro da UNIRIO recebeu o Excellence Award - Make-up Design, promovido pelo Stage Costume and Make up design competition Exhibition. É um concurso Internacional de Maquiagem. 🏅😍💄 https://t.co/l9MKMYVkzv  🔍 ","",NA,8,0
"2018-11-28 11:54Z","📚😷🔎 Nesta sexta (30), às 10h, vai rolar o lançamento do livro CÂNCER CUTÂNEO, organizado pelos Professores Omar Lupi, e Ricardo Cavalcanti Ribeiro da Escola de Medicina e Cirurgia da UNIRIO (EMC) 👨🏽‍⚕️👨🏽‍⚕️e pelo oncologista Paulo Hoff. Saiba mais: https://t.co/GKg467Rccr 🔍 https://t.co/VCGuCcfNsN ","",NA,2,0
"2018-11-28 11:40Z","🤑👍A Pró-Reitoria de Extensão e Cultura (PROEXC) lançou edital para bolsas destinadas a alunos de graduação, para o ano de 2019!!! Serão 220 bolsas de extensão e 40 de cultura, por período de 10 meses, com valor mensal de R$ 400,00! 😍💰 Saiba mais: https://t.co/EaHkincJpG 🔍 https://t.co/oF6WR0nQHl ","",NA,3,0
"2018-11-27 10:15Z","@couldharryfly 🤜🏻🤛🏽 ","@sleepinthdirt",NA,0,0
"2018-11-26 14:03Z","@Mandy_mrks Ela tb te ama 😘 ","@Mandy_mrks",NA,2,0
"2018-11-26 13:48Z","@Mandy_mrks 💚 ","@Mandy_mrks",NA,1,0
"2018-11-26 13:22Z","@IMariaJuliaLima a UNIRIO te ama. 😘 ","@IMariaJuliaLima",NA,1,1
"2018-11-26 13:08Z","@thalytafrnds Tá. 😌 ","@Ly_Ya_",NA,0,0
"2018-11-26 13:03Z","@thalytafrnds Vou fazer uma quentinha e guardar pra você 😅 ","@Ly_Ya_",NA,0,0
"2018-11-26 13:02Z","@lelemattosm 😍 ","@lelemattosm",NA,0,0
"2018-11-26 13:00Z","🍴😋📖 CARDÁPIO DO RU!!! Gente........... Hoje vai rolar moqueca de peixeeee (e suco de tangerina) 🎣😎🍊. Amanhã estrogonofe de carne / tomate recheado com soja e lentilha, acompanhados de batata rústica. 😏🥔🍲. Esse RU ta muito gourmetizado 😍👉 https://t.co/Fez4DTa6yh 🔍 https://t.co/8Fot297NeT ","",NA,23,1
"2018-11-26 12:52Z","🗣️📢 Hoje (26) vai rolar a II MOSTRA DE BIOLOGIA CULTURAL - Canto em flor! Vai ser na FUNDIÇÃO PROGRESSO de 13h às 20h. 🌻🌺🌹🌼A entrada é gratuita. VIVA A NATUREZA!!! 🌳🌴😎🌲🌱ACESSA: https://t.co/oVlU3Q93iZ 🔍 ","",NA,5,0
"2018-11-25 03:14Z","@couldharryfly 💚 ","@sleepinthdirt",NA,0,0
"2018-11-25 02:56Z","@couldharryfly tamos de 👀. Follow nós. ","@sleepinthdirt",NA,1,0
"2018-11-22 13:01Z","🗓️ 22/11 - DIA DO MÚSICO. 🥁🎷🎺🎻🎤 Parabéns pra você que também curte fazer um som. 😉🎸💥 https://t.co/YMp9nCtZD8 ","",NA,18,6
"2018-11-22 12:06Z","@couldharryfly 😗😙😗🤳 ","@sleepinthdirt",NA,1,0
"2018-11-22 11:57Z","🗄️🗃️ Acontece amanhã (23) o ""II Colóquio REVIS-ARQ."" O tema da palestra de abertura vai ser: Snaps, status e stories: as imagens com prazo de validade e os impactos na memória. 😗🤳IRADO, né???  😍📱 https://t.co/Y4QBsN4BhD ","",NA,8,4
"2018-11-22 11:42Z","🇧🇷✈️🇨🇴 Está aberta até amanhã (23) as inscrições para seleção de bolsa para o Programa de Mobilidade Estudantil para a Colômbia. 😆👉https://t.co/A4w8ToQvur 🔍 ","",NA,3,1
"2018-11-21 11:44Z","🗞️🤓📰 ESTATÍSTICA AO ALCANCE DE TODOS, este é o tema do informativo eletrônico EM FOCO, deste mês. ACESSA: https://t.co/YkWBy5Xrgu 🔍 https://t.co/1m87AoaF7D ","",NA,3,0
"2018-11-21 11:36Z","@oliveira_issaa Ela também te ama. ⚘😍 ","@oliveira_issaa",NA,1,1
"2018-11-21 11:33Z","@lelemattosm 😍😍😍 ","@lelemattosm",NA,0,0
"2018-11-21 11:00Z","🍴😋📖 CARDÁPIO DO RU!!!! Hoje: Linguiça acebolada/ovos mexidos, farofa, arroz, feijão e molho à campanha... pra mim isso é CHURRASCO!!! 🔥🔥🔥 Sexta tem lasanha de frango. 🥧 EEEEEeeita semaninha curtinha delícia!!! 😍 Se liga 😋👉https://t.co/1ksEXCXuAA 🔍 https://t.co/qLNgn98Qyg ","",NA,22,1
"2018-11-21 10:42Z","📣💥Começa hoje (21), e vai até sexta (23) o I Colóquio de História do Rio de Janeiro Colonial. 😉👍 ACESSA: https://t.co/R1bjuXOm3z 🔍 https://t.co/z7W1MqPiXC ","",NA,1,1
"2018-11-14 14:11Z","♂️ Estamos no novembro azul!!! Mês de conscientização a respeito de doenças masculinas, principalmente na prevenção e no diagnóstico precoce do câncer de próstata. GENTE, SE CUIDA!!!! ☝️😷 https://t.co/t2igi6iR77 ","",NA,11,5
"2018-11-14 14:06Z","🗣️📢💥Gente, olha que chique!!! O prof. Renato Ambrósio Jr., da Escola de Medicina e Cirurgia (EMC), recebeu a láurea Founder´s Award 📜😷, concedida pela Sociedade Internacional de Cirurgia Refrativa por suas contribuições na área da Oftalmologia. 😱 https://t.co/gyggGrZVWf 🔍 ","",NA,13,0
"2018-11-14 11:18Z","@MixerAnsiosa Ah, PARABÉNSSSSS 🎂 ","@MixerAnsiosa",NA,1,0
"2018-11-14 11:17Z","@MixerAnsiosa Que bommmmm. Estamos te esperando. 😉 ","@MixerAnsiosa",NA,1,0
"2018-11-13 11:16Z","📚😋Amanhã (14) vai rolar palestra do Programa de Pós-Graduação em Alimentos e Nutrição (PPGAN). Tema: ALIMENTOS FUNCIONAIS. 🍒🥦🌽🥑🌶️ Saiba mais: https://t.co/Xkk6ZLRmEL 🔍 https://t.co/CbM4jh7fo0 ","",NA,2,0
"2018-11-13 11:07Z","13 de novembro - DIA MUNDIAL DA GENTILEZA. O dia é hoje, mas seja gentil todo dia, tá? 😘🥰 https://t.co/jpv7XyQGIT ","",NA,16,4
"2018-11-12 14:09Z","@olaSobral Simmmm. Ali (aqui) msm. Os gatos da ufrj às vezes tentam invadir aqui... Mas Elias e seus amigos sao locais. Sem haole. Aqui tem mt mico tb. ","@olaSobral",NA,1,0
"2018-11-12 14:07Z","@couldharryfly SÓ VEMMMMM 🌱👽 ","@sleepinthdirt",NA,1,0
"2018-11-12 13:30Z","@carlosthetree Vemmmmmmmmm ","@carlosthetree",NA,1,0
"2018-11-12 13:09Z","📖🤤🍴Se liga no CARDÁPIO do RU!!! Hoje tem SILVEIRINHA DE CARNE, mais conhecida como carne moída com legumes kkkkk (HUMMM 😋). Amanhã (terça) vai ter PANQUECA VEGANA DE SOJA.. até eu que não sou vegano, vou de panqueca vegana!!! 🌱😏 ACESSA: https://t.co/S2ra3Yuetw 🔍 https://t.co/P0r2dAMP0A ","",NA,12,0
"2018-11-12 12:38Z","@olaSobral Fica pela portaria do 296 da Urca... tem outros tb... tds mt simpaticos 😍 ","@olaSobral",NA,0,0
"2018-11-12 10:46Z","😴 Hoje to só o gato Elias da UNIRIO.... Bom dia! Boa segunda! 🤤☕ https://t.co/1jMoUl4Lq7 ","",NA,65,21
"2018-11-12 10:37Z","🥇⚖️ A equipe de Arbitragem e Direito Internacional da UNIRIO foi premiada com o 1º lugar na categoria Melhor Memorial pela Parte Requerida na IX Competição Brasileira de Arbitragem e Mediação, que aconteceu em São Paulo.  👨‍⚖️👩‍⚖️ Saiba mais: https://t.co/e6MWlTzzkw 🔍 https://t.co/bMouTfBUGV ","",NA,8,1
"2018-11-09 15:37Z","@_rapharosas Partiu!!!! ","@_rapharosas",NA,0,0
"2018-11-09 15:28Z","@VictorGuedesRj1 É pro seu bem. ❤ Faz td direitinho! To de olho 👀 ","@VictorGuedesRj1",NA,1,1
"2018-11-09 13:23Z","@eucassamorim Oh Glória!!!! ","@amorimcass_",NA,1,0
"2018-11-09 12:34Z","@MixerAnsiosa Vem. Estamos te esperando. 😘 ","@MixerAnsiosa",NA,1,0
